hhid,region,etat,lga,zone_residence,ea,cluster,strate,wt_wave4,identifiant_parcelle,superficie_declaree,superficie_gps_m2,superficie_parcelle,unite_superficie,mode_acquisition,superficie_ha_standard,superficie_ha_heaps,superficie_ha_ridges,superficie_ha_stands,area_ha,area_gps_ha,diff_ha,sous_estime,outlier,area_ha_propre
10109,South East,Abia,108,Rural,904,108-904,4,5453.29833984375,2,501.13,3123.8,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.31238,-0.092306,FALSE,FALSE,0.404686
10109,South East,Abia,108,Rural,904,108-904,4,5453.29833984375,3,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
10110,South East,Abia,108,Rural,904,108-904,4,5453.29833984375,1,NA,1493.8,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,0.14937999999999999,-0.05296300000000001,FALSE,FALSE,0.202343
10110,South East,Abia,108,Rural,904,108-904,4,5453.29833984375,2,NA,1911.3,1,5,Location,0.404686,NA,NA,NA,0.404686,0.19113,-0.213556,FALSE,FALSE,0.404686
10110,South East,Abia,108,Rural,904,108-904,4,5453.29833984375,3,NA,NA,0.5,5,Héritage,0.202343,NA,NA,NA,0.202343,NA,NA,NA,FALSE,0.202343
19001,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19002,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19005,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19006,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19007,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19008,South East,Abia,102,Urbain,46,102-46,4,3688.921875,1,NA,1012.1,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.10121000000000001,-0.30347599999999997,FALSE,FALSE,0.404686
19008,South East,Abia,102,Urbain,46,102-46,4,3688.921875,2,NA,815.27002,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.081527002,-0.323158998,FALSE,FALSE,0.404686
19009,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19010,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19012,South East,Abia,102,Urbain,46,102-46,4,3688.921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19014,South East,Abia,102,Urbain,806,102-806,4,5176.703125,1,NA,NA,250.96,7,Propriété pleine,0.025096,NA,NA,NA,0.025096,NA,NA,NA,FALSE,0.025096
19015,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19017,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19018,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19019,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19020,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19023,South East,Abia,102,Urbain,806,102-806,4,5176.703125,1,NA,NA,100.63,7,Propriété pleine,0.010062999999999999,NA,NA,NA,0.010062999999999999,NA,NA,NA,FALSE,0.010062999999999999
19024,South East,Abia,102,Urbain,806,102-806,4,5176.703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19025,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19026,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19029,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19031,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19032,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19033,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,1,NA,NA,100.98,7,Propriété pleine,0.010098000000000001,NA,NA,NA,0.010098000000000001,NA,NA,NA,FALSE,0.010098000000000001
19034,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19035,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,1,NA,NA,98.86,7,Propriété pleine,0.009886,NA,NA,NA,0.009886,NA,NA,NA,FALSE,0.009886
19036,South East,Abia,102,Urbain,2486,102-2486,4,4284.16796875,1,NA,NA,250,7,Héritage,0.025,NA,NA,NA,0.025,NA,NA,NA,FALSE,0.025
19037,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19038,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,252.13,1,5,Location,0.404686,NA,NA,NA,0.404686,0.025213,-0.379473,FALSE,FALSE,0.404686
19038,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19039,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,480.54001,2,5,Héritage,0.809372,NA,NA,NA,0.809372,0.048054001,-0.761317999,FALSE,FALSE,0.809372
19039,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,446.97,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.044697,-0.359989,FALSE,FALSE,0.404686
19040,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19041,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,1146,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.1146,-0.290086,FALSE,FALSE,0.404686
19041,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,1322.7,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.13227,-0.272416,FALSE,FALSE,0.404686
19043,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,682.31,NA,1,5,Location,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19043,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,421.38,NA,1,5,Location,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19043,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,3,232.72,NA,1,5,Location,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19043,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,4,160.1,NA,1,5,Location,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19044,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,342.85001,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.034285001,-0.370400999,FALSE,FALSE,0.404686
19044,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,182.33,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.018233000000000003,-0.386453,FALSE,FALSE,0.404686
19045,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,312.31,250.75,1800,1,Héritage,NA,0.342,NA,NA,0.342,0.025075,-0.316925,FALSE,FALSE,0.342
19045,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,213.28,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.021328,-0.168672,FALSE,FALSE,0.19
19047,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,1981.9,1,5,Location,0.404686,NA,NA,NA,0.404686,0.19819,-0.20649599999999999,FALSE,FALSE,0.404686
19047,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,431.49,400.87,1,5,Location,0.404686,NA,NA,NA,0.404686,0.040087,-0.364599,FALSE,FALSE,0.404686
19048,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,1,NA,334.73999,3000,1,Héritage,NA,0.5700000000000001,NA,NA,0.5700000000000001,0.033473999,-0.536526001,FALSE,FALSE,0.5700000000000001
19048,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,2,NA,1077.7,4000,1,Héritage,NA,0.76,NA,NA,0.76,0.10777,-0.65223,FALSE,FALSE,0.76
19048,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,3,NA,1178.9,2000,1,Héritage,NA,0.38,NA,NA,0.38,0.11789000000000001,-0.26211,FALSE,FALSE,0.38
19048,South East,Abia,104,Rural,412,104-412,4,1890.3896484375,4,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19049,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,NA,807.27002,1282.9,7,Héritage,0.12829000000000002,NA,NA,NA,0.12829000000000002,0.080727002,-0.04756299800000001,FALSE,FALSE,0.12829000000000002
19049,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,807.27002,807.27,7,Héritage,0.080727,NA,NA,NA,0.080727,0.080727002,2.000000012825076e-9,TRUE,FALSE,0.080727
19050,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19051,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,255.50999,2,5,Location,0.809372,NA,NA,NA,0.809372,0.025550998999999998,-0.783821001,FALSE,FALSE,0.809372
19051,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,3,NA,1028.2,1,5,Location,0.404686,NA,NA,NA,0.404686,0.10282000000000001,-0.30186599999999997,FALSE,FALSE,0.404686
19051,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,4,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19052,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,487.41,317.20001,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,0.031720001000000005,-0.372965999,FALSE,FALSE,0.404686
19052,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,1227.2,1,5,Location,0.404686,NA,NA,NA,0.404686,0.12272000000000001,-0.281966,FALSE,FALSE,0.404686
19054,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,NA,NA,320,1,Héritage,NA,0.06080000000000001,NA,NA,0.06080000000000001,NA,NA,NA,FALSE,0.06080000000000001
19054,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,NA,1,5,Héritage,0.404686,NA,NA,NA,0.404686,NA,NA,NA,FALSE,0.404686
19054,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,3,NA,765.21997,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,0.076521997,-0.328164003,FALSE,FALSE,0.404686
19054,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,4,555.36,175.31,1,5,Propriété pleine,0.404686,NA,NA,NA,0.404686,0.017531,-0.38715499999999997,FALSE,FALSE,0.404686
19055,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,NA,1395.4,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.13954,-0.265146,FALSE,FALSE,0.404686
19055,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,1108.6,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.11085999999999999,-0.29382600000000003,FALSE,FALSE,0.404686
19055,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,3,NA,NA,568.92,7,Héritage,0.056892,NA,NA,NA,0.056892,NA,NA,NA,FALSE,0.056892
19056,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,449.41,NA,500,1,Location,NA,0.095,NA,NA,0.095,NA,NA,NA,FALSE,0.095
19058,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,NA,1975.1,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.19751,-0.207176,FALSE,FALSE,0.404686
19058,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,45.150002,1,5,Prêt,0.404686,NA,NA,NA,0.404686,0.0045150002,-0.4001709998,FALSE,FALSE,0.404686
19060,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,1,NA,573.32001,1000,1,Héritage,NA,0.19,NA,NA,0.19,0.057332001,-0.132667999,FALSE,FALSE,0.19
19060,South East,Abia,104,Rural,1020,104-1020,4,5403.970703125,2,NA,1429.7,2000,1,Location,NA,0.38,NA,NA,0.38,0.14297,-0.23703,FALSE,FALSE,0.38
19061,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,746.64001,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.074664001,0.046164000999999996,TRUE,FALSE,0.0285
19061,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,NA,NA,289.02,7,Héritage,0.028901999999999997,NA,NA,NA,0.028901999999999997,NA,NA,NA,FALSE,0.028901999999999997
19062,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,319.21,NA,200,1,Héritage,NA,0.038,NA,NA,0.038,NA,NA,NA,FALSE,0.038
19062,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,1300.7,NA,150,1,Location,NA,0.0285,NA,NA,0.0285,NA,NA,NA,FALSE,0.0285
19062,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,NA,590.62,7,Héritage,0.059062,NA,NA,NA,0.059062,NA,NA,NA,FALSE,0.059062
19063,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,1247.5,200,1,Héritage,NA,0.038,NA,NA,0.038,0.12475,0.08675,TRUE,FALSE,0.038
19063,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,686.14,NA,150,1,Location,NA,0.0285,NA,NA,0.0285,NA,NA,NA,FALSE,0.0285
19063,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,NA,450.65,7,Héritage,0.045065,NA,NA,NA,0.045065,NA,NA,NA,FALSE,0.045065
19064,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,402.72,NA,520,1,Héritage,NA,0.0988,NA,NA,0.0988,NA,NA,NA,FALSE,0.0988
19064,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,NA,98.93,250,1,Héritage,NA,0.0475,NA,NA,0.0475,0.009893,-0.037607,FALSE,FALSE,0.0475
19064,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,420.63,861.92999,650,1,Location,NA,0.12350000000000001,NA,NA,0.12350000000000001,0.08619299899999999,-0.03730700100000002,FALSE,FALSE,0.12350000000000001
19064,South East,Abia,107,Rural,10,107-10,4,4115.0234375,4,NA,NA,350,7,Héritage,0.035,NA,NA,NA,0.035,NA,NA,NA,FALSE,0.035
19066,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,544.05,NA,450,1,Location,NA,0.0855,NA,NA,0.0855,NA,NA,NA,FALSE,0.0855
19066,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,515.3,NA,500,1,Location,NA,0.095,NA,NA,0.095,NA,NA,NA,FALSE,0.095
19066,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,NA,450,7,Héritage,0.045,NA,NA,NA,0.045,NA,NA,NA,FALSE,0.045
19068,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,1731.8,650,1,Location,NA,0.12350000000000001,NA,NA,0.12350000000000001,0.17318,0.04967999999999999,TRUE,FALSE,0.12350000000000001
19068,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,889.5,739.84003,700,1,Héritage,NA,0.133,NA,NA,0.133,0.07398400299999999,-0.059015997000000014,FALSE,FALSE,0.133
19068,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,NA,450,7,Héritage,0.045,NA,NA,NA,0.045,NA,NA,NA,FALSE,0.045
19069,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,1404.7,300,1,Location,NA,0.057,NA,NA,0.057,0.14047,0.08347000000000002,TRUE,FALSE,0.057
19069,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,NA,1307.2,400,1,Prêt,NA,0.076,NA,NA,0.076,0.13072,0.054720000000000005,TRUE,FALSE,0.076
19069,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,NA,1280,7,Héritage,0.128,NA,NA,NA,0.128,NA,NA,NA,FALSE,0.128
19070,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,918.32001,400,1,Héritage,NA,0.076,NA,NA,0.076,0.091832001,0.015832001,TRUE,FALSE,0.076
19070,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,NA,278.64999,200,1,Prêt,NA,0.038,NA,NA,0.038,0.027864999,-0.010135000999999998,FALSE,FALSE,0.038
19070,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,912.34,NA,350,1,Communautaire,NA,0.0665,NA,NA,0.0665,NA,NA,NA,FALSE,0.0665
19070,South East,Abia,107,Rural,10,107-10,4,4115.0234375,4,NA,NA,175,1,Héritage,NA,0.03325,NA,NA,0.03325,NA,NA,NA,FALSE,0.03325
19070,South East,Abia,107,Rural,10,107-10,4,4115.0234375,5,NA,NA,652.4,7,Héritage,0.06523999999999999,NA,NA,NA,0.06523999999999999,NA,NA,NA,FALSE,0.06523999999999999
19071,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,NA,426.89999,230,1,Héritage,NA,0.0437,NA,NA,0.0437,0.042689999,-0.0010100010000000034,FALSE,FALSE,0.0437
19071,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,NA,NA,400,1,Communautaire,NA,0.076,NA,NA,0.076,NA,NA,NA,FALSE,0.076
19071,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,470.42,NA,200,1,Héritage,NA,0.038,NA,NA,0.038,NA,NA,NA,FALSE,0.038
19071,South East,Abia,107,Rural,10,107-10,4,4115.0234375,4,NA,NA,468.7,7,Héritage,0.04687,NA,NA,NA,0.04687,NA,NA,NA,FALSE,0.04687
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,1,3337.6,NA,850,1,Héritage,NA,0.1615,NA,NA,0.1615,NA,NA,NA,FALSE,0.1615
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,2,738.51,NA,650,1,Prêt,NA,0.12350000000000001,NA,NA,0.12350000000000001,NA,NA,NA,FALSE,0.12350000000000001
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,3,NA,147.3,147.3,7,Héritage,0.014730000000000002,NA,NA,NA,0.014730000000000002,0.014730000000000002,0,FALSE,FALSE,0.014730000000000002
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,4,NA,1093.4,2000,1,Location,NA,0.38,NA,NA,0.38,0.10934,-0.27066,FALSE,FALSE,0.38
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,5,NA,NA,2000,1,Location,NA,0.38,NA,NA,0.38,NA,NA,NA,FALSE,0.38
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,6,NA,NA,650,7,Héritage,0.065,NA,NA,NA,0.065,NA,NA,NA,FALSE,0.065
19072,South East,Abia,107,Rural,10,107-10,4,4115.0234375,7,NA,2474,1800,1,Héritage,NA,0.342,NA,NA,0.342,0.2474,-0.09460000000000002,FALSE,FALSE,0.342
19073,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,NA,350,1,Location,NA,0.0665,NA,NA,0.0665,NA,NA,NA,FALSE,0.0665
19073,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,3,NA,1349.9,200,1,Location,NA,0.038,NA,NA,0.038,0.13499,0.09698999999999999,TRUE,FALSE,0.038
19073,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,4,NA,1402.3,300,1,Héritage,NA,0.057,NA,NA,0.057,0.14023,0.08323,TRUE,FALSE,0.057
19075,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,452.31,80,1,Héritage,NA,0.015200000000000002,NA,NA,0.015200000000000002,0.045231,0.030031,TRUE,FALSE,0.015200000000000002
19075,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,1235.1,200,1,Héritage,NA,0.038,NA,NA,0.038,0.12351,0.08551,TRUE,FALSE,0.038
19076,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,178.39,80,1,Héritage,NA,0.015200000000000002,NA,NA,0.015200000000000002,0.017838999999999997,0.0026389999999999955,TRUE,FALSE,0.015200000000000002
19076,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,117.07,100,1,Héritage,NA,0.019,NA,NA,0.019,0.011706999999999999,-0.007293000000000001,FALSE,FALSE,0.019
19077,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,222.11,222.11,7,Héritage,0.022211,NA,NA,NA,0.022211,0.022211,0,FALSE,FALSE,0.022211
19077,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,823.54999,823.55,7,Héritage,0.082355,NA,NA,NA,0.082355,0.082354999,-9.999999994736442e-10,FALSE,FALSE,0.082355
19077,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,4,NA,NA,356.1,7,Héritage,0.03561,NA,NA,NA,0.03561,NA,NA,NA,FALSE,0.03561
19077,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,5,NA,NA,221.16,7,Héritage,0.022116,NA,NA,NA,0.022116,NA,NA,NA,FALSE,0.022116
19077,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,6,NA,NA,966.12,7,Héritage,0.096612,NA,NA,NA,0.096612,NA,NA,NA,FALSE,0.096612
19079,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,1104.8,1,7,Héritage,1e-4,NA,NA,NA,1e-4,0.11048,0.11037999999999999,TRUE,FALSE,1e-4
19079,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,NA,960.2,7,Héritage,0.09602000000000001,NA,NA,NA,0.09602000000000001,NA,NA,NA,FALSE,0.09602000000000001
19080,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,3103.1,NA,120,1,Location,NA,0.0228,NA,NA,0.0228,NA,NA,NA,FALSE,0.0228
19080,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,3,NA,163.69,1,5,Héritage,0.404686,NA,NA,NA,0.404686,0.016368999999999998,-0.38831699999999997,FALSE,FALSE,0.404686
19081,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,2696.5,600,1,Location,NA,0.114,NA,NA,0.114,0.26965,0.15565,TRUE,FALSE,0.114
19081,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,NA,350,1,Location,NA,0.0665,NA,NA,0.0665,NA,NA,NA,FALSE,0.0665
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,1418.8,NA,500,1,Location,NA,0.095,NA,NA,0.095,NA,NA,NA,FALSE,0.095
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,NA,400,1,Location,NA,0.076,NA,NA,0.076,NA,NA,NA,FALSE,0.076
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,3,868.93,NA,450,1,Location,NA,0.0855,NA,NA,0.0855,NA,NA,NA,FALSE,0.0855
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,4,NA,1233.4,400,1,Location,NA,0.076,NA,NA,0.076,0.12334,0.04734000000000001,TRUE,FALSE,0.076
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,5,417.54,886.54999,400,1,Location,NA,0.076,NA,NA,0.076,0.088654999,0.012654999,TRUE,FALSE,0.076
19082,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,6,NA,190.06,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.019006,-0.009494000000000002,FALSE,FALSE,0.0285
19084,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,1,NA,NA,600,1,Location,NA,0.114,NA,NA,0.114,NA,NA,NA,FALSE,0.114
19084,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,2,NA,601.76001,500,1,Location,NA,0.095,NA,NA,0.095,0.060176001,-0.034823999,FALSE,FALSE,0.095
19084,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,3,NA,NA,550,1,Location,NA,0.10450000000000001,NA,NA,0.10450000000000001,NA,NA,NA,FALSE,0.10450000000000001
19084,South East,Abia,107,Rural,1322,107-1322,4,5029.37158203125,4,NA,NA,710.32,7,Héritage,0.07103200000000001,NA,NA,NA,0.07103200000000001,NA,NA,NA,FALSE,0.07103200000000001
19085,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,1,NA,NA,450,1,Location,NA,0.0855,NA,NA,0.0855,NA,NA,NA,FALSE,0.0855
19085,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,2,NA,848.13,300,1,Location,NA,0.057,NA,NA,0.057,0.084813,0.027812999999999997,TRUE,FALSE,0.057
19085,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,3,NA,NA,75.95,7,Héritage,0.007595,NA,NA,NA,0.007595,NA,NA,NA,FALSE,0.007595
19087,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,1,365.11,430.23001,100,1,Héritage,NA,0.019,NA,NA,0.019,0.043023001,0.024023001,TRUE,FALSE,0.019
19087,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,2,NA,382,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.0382,0.009699999999999997,TRUE,FALSE,0.0285
19087,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,3,NA,NA,250,1,Location,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
19087,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,4,NA,NA,80.31,7,Héritage,0.008031,NA,NA,NA,0.008031,NA,NA,NA,FALSE,0.008031
19088,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,1,NA,163.14999,150,1,Héritage,NA,0.0285,NA,NA,0.0285,0.016314999,-0.012185001,FALSE,FALSE,0.0285
19088,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,2,NA,NA,250,1,Héritage,NA,0.0475,NA,NA,0.0475,NA,NA,NA,FALSE,0.0475
19088,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,3,NA,NA,350,7,Héritage,0.035,NA,NA,NA,0.035,NA,NA,NA,FALSE,0.035
19089,South East,Abia,109,Rural,1214,109-1214,4,3652.972900390625,1,NA,563.40002,200,1,Location,NA,0.038,NA,NA,0.038,0.05634000200000001,0.018340002000000008,TRUE,FALSE,0.038
