"identifiant_menage","superficie_totale_ha","superficie_gps_totale_ha","nb_parcelles","nb_parcelles_valides","region","etat","zone_residence","lga","strate","poids_menage"
29116,5.025,4.8655899,4,4,2,2,2,212,2,1328.25122070312
29118,4.52343,1.92111001,3,3,2,2,2,212,2,1328.25122070312
29119,2.225773,1.40711001,3,3,2,2,2,212,2,1328.25122070312
29120,3,0.84336997,3,3,2,2,2,212,2,1328.25122070312
29121,2.453116,1.13849001,3,3,2,2,2,212,2,640.697570800781
29122,2.842802,1.25368003,3,3,2,2,2,212,2,640.697570800781
29123,3.633744,1.59283,3,3,2,2,2,212,2,640.697570800781
29124,6.025,3.33647001,4,4,2,2,2,212,2,640.697570800781
29126,1.239058,1.1633,2,2,2,2,2,212,2,640.697570800781
29127,1.239058,1.2557,2,2,2,2,2,212,2,640.697570800781
29128,1.640744,0.77752002,3,3,2,2,2,212,2,640.697570800781
29130,3.257488,1.95687998,3,3,2,2,2,212,2,640.697570800781
29131,5,1.75824999,4,4,2,2,2,212,2,640.697570800781
29132,7,2.91328003,5,5,2,2,2,212,2,640.697570800781
29133,1.0001,0.41633999,2,2,2,2,1,213,2,2224.18920898438
29134,0.809372,0.028835001,2,2,2,2,1,213,2,2224.18920898438
29135,2.0001,0.12731,2,2,2,2,1,213,2,2224.18920898438
29136,0,0,1,0,2,2,1,213,2,2224.18920898438
29138,3,0.46222002,2,2,2,2,1,213,2,2224.18920898438
29139,2.832802,0,1,1,2,2,1,213,2,2224.18920898438
29140,2.06843,1.0014,2,2,2,2,1,213,2,2224.18920898438
29142,1.045,1.6958,2,2,2,2,1,213,2,2224.18920898438
29143,2.404686,1.44281001,3,3,2,2,1,213,2,2224.18920898438
29144,0.809372,0.056757001,2,2,2,2,1,213,2,2224.18920898438
29147,1.214558,0.47037,3,3,2,2,2,213,2,1650.10009765625
29148,0.809872,0.66020999,3,3,2,2,2,213,2,1650.10009765625
29149,3.404786,0.41549,4,4,2,2,2,213,2,1650.10009765625
29150,4.045,0.99928,5,5,2,2,2,213,2,1650.10009765625
29151,2.05,0.54826,3,3,2,2,2,213,2,1650.10009765625
29152,3.237488,0.29471001,4,4,2,2,2,213,2,1650.10009765625
29153,1.663744,0.3136,3,3,2,2,2,213,2,1650.10009765625
29154,7.374348,0.91512002,6,6,2,2,2,213,2,1650.10009765625
29155,3,2.04972998,3,3,2,2,2,213,2,1650.10009765625
29156,3.02343,0.535152993,4,4,2,2,2,213,2,1650.10009765625
29158,2.0005,0.36112,3,3,2,2,2,213,2,400
29160,5.620744,1.230059998,7,7,2,2,2,213,2,400
29161,2.405586,0.548005999,4,4,2,2,2,213,2,400
29162,7.809472,0.26745,6,6,2,2,2,213,2,400
29163,2,0.36283,2,2,2,2,2,213,2,400
29164,1.214058,0.10235,2,2,2,2,2,213,2,400
29165,2.428116,1.67375,2,2,2,2,2,213,2,400
29166,0.409736,0.13519,2,2,2,2,2,213,2,400
29167,2.630459,0.21766001,3,3,2,2,2,213,2,400
29168,1.618744,0,2,2,2,2,2,213,2,400
29169,0.854372,1.61142998,3,3,2,2,2,215,2,1983.68811035156
29170,1.214458,0.862379999,4,4,2,2,2,215,2,1983.68811035156
29171,2.02343,1.77431001,4,4,2,2,2,215,2,1983.68811035156
29172,1.0451,0.59236,3,3,2,2,2,215,2,1983.68811035156
29173,4,0.65202,4,4,2,2,2,215,2,1983.68811035156
29174,4.916232,1.0754,3,3,2,2,2,215,2,1983.68811035156
29175,0.861872,0.047288,3,3,2,2,2,215,2,1983.68811035156
29176,4.13686,1.09488003,3,3,2,2,2,215,2,1983.68811035156
29178,15,0.69333,5,5,2,2,2,215,2,1983.68811035156
29179,5,0.93446998,5,5,2,2,2,215,2,1983.68811035156
29181,5.471546,3.50575,4,4,2,2,2,218,2,1555.15368652344
29182,0,0,1,0,2,2,2,201,2,1555.15368652344
29183,0.819372,3.28399,3,3,2,2,2,218,2,1555.15368652344
29185,2.243773,0.931274,5,5,2,2,2,218,2,1555.15368652344
29186,1.804686,1.0027,2,2,2,2,2,218,2,1555.15368652344
29187,3.630459,2.92178999,4,4,2,2,2,218,2,1555.15368652344
29188,3.202343,3.3115,3,3,2,2,2,218,2,1555.15368652344
29189,2,2.4305,2,2,2,2,2,218,2,1555.15368652344
29191,2.429686,4.90119,4,4,2,2,2,218,2,1555.15368652344
29192,2.01,0,2,2,2,2,2,218,2,1555.15368652344
29193,2.02,2.0335,3,3,2,2,2,219,2,814.976989746094
29194,10.02,5.42445,4,4,2,2,2,219,2,814.976989746094
29195,4.834372,2.72682998,3,3,2,2,2,219,2,814.976989746094
29196,2.844802,2.56828,3,3,2,2,2,219,2,814.976989746094
29198,3.672174,1.9692,3,3,2,2,2,219,2,814.976989746094
29199,2.04843,1.7731,2,2,2,2,2,219,2,814.976989746094
29200,0.042,2.8806,4,4,2,2,2,219,2,814.976989746094
29202,4.107029,3.1142,3,3,2,2,2,219,2,814.976989746094
29203,3,2.8146,2,2,2,2,2,219,2,814.976989746094
29204,3.638744,1.97706001,3,3,2,2,2,219,2,814.976989746094
29206,0.025,0,1,1,2,2,2,220,2,1352.00732421875
29208,0,0,1,0,2,2,2,220,2,1352.00732421875
29209,0,0,1,0,2,2,2,220,2,1352.00732421875
29210,0,0,1,0,2,2,2,220,2,1352.00732421875
29211,10.025,0,2,2,2,2,2,220,2,1352.00732421875
29212,0.607029,0,1,1,2,2,2,220,2,1352.00732421875
29213,0.035,0,1,1,2,2,2,220,2,1352.00732421875
29214,0,0,1,0,2,2,2,220,2,1352.00732421875
29215,0,0,1,0,2,2,2,220,2,1352.00732421875
29216,0,0,1,0,2,2,2,220,2,1352.00732421875
29217,2,0.1881,2,2,2,2,1,221,2,1935.7958984375
29218,2.633744,0,3,3,2,2,1,221,2,1935.7958984375
29219,3.51,1.63437002,3,3,2,2,1,221,2,1935.7958984375
29220,4.015,2.84937002,3,3,2,2,1,221,2,1935.7958984375
29221,0,0,1,0,2,2,1,221,2,1935.7958984375
29223,1.5,0.68509002,2,2,2,2,1,221,2,1935.7958984375
29224,2.202343,1.38843999,3,3,2,2,1,221,2,1935.7958984375
29226,1.429686,0.0945,3,3,2,2,1,221,2,1935.7958984375
29227,0,0,1,0,2,2,1,221,2,1935.7958984375
29228,2.857802,3.6,3,3,2,2,1,221,2,1935.7958984375
30021,2e-04,0,2,2,5,3,2,316,5,7427.5166015625
30022,0.1821,0.114459997,3,3,5,3,2,316,5,7427.5166015625
30023,1.1509,0,3,3,5,3,2,316,5,7427.5166015625
30024,0.539686,0,2,2,5,3,2,316,5,7427.5166015625
30025,0.02,0,1,1,5,3,2,316,5,7427.5166015625
30026,0.227,0,4,4,5,3,2,316,5,7427.5166015625
30027,0.05,0,1,1,5,3,2,316,5,7427.5166015625
30028,0.1489,0.066553998,3,3,5,3,2,305,5,7427.5166015625
30029,0.0781,0.1087,2,2,5,3,2,316,5,7427.5166015625
30030,0,0,1,0,5,3,2,316,5,7427.5166015625
30041,0.1534,0,2,2,5,3,1,331,5,2220.67602539062
30042,1,0,1,1,5,3,1,307,5,2220.67602539062
30043,1.065,0.043235999,2,2,5,3,1,307,5,2220.67602539062
30044,0.063,0.044514999,2,2,5,3,1,307,5,2220.67602539062
30045,0.354,0.035476999,6,6,5,3,1,307,5,2220.67602539062
30046,0.08052,0,3,3,5,3,1,307,5,2220.67602539062
30047,0.0785,0.010042,3,3,5,3,1,307,5,2220.67602539062
30048,0.1795,0.018322,5,5,5,3,1,307,5,2220.67602539062
30049,0.231,0.075520001,4,4,5,3,1,307,5,2220.67602539062
30050,0,0,1,0,5,12,1,1202,5,2220.67602539062
30081,0.117,0.079971002,2,2,5,3,2,318,5,7248.6982421875
30084,1.01275,0.011122,3,3,5,3,2,318,5,7248.6982421875
30085,0.86,0.119035998,9,9,5,3,2,318,5,7248.6982421875
30086,0.3878,0.243171003,8,8,5,3,2,318,5,7248.6982421875
30087,1.337558,0,4,4,5,3,2,318,5,7248.6982421875
30088,0.4458,0.055952002,9,9,5,3,2,318,5,7248.6982421875
30089,0.3327,0,9,9,5,3,2,318,5,7248.6982421875
30090,1.357058,0,3,3,5,3,2,318,5,7248.6982421875
30091,0.3419,0.164940001,5,5,5,3,2,313,5,5176.875
30092,0.048,0,1,1,5,3,1,331,5,5176.875
30093,0.0781,0.179664996,3,3,5,3,2,313,5,5176.875
30094,0.1139,0,3,3,5,3,2,313,5,5176.875
30097,0.0625,0.031664999,3,3,5,3,2,313,5,5176.875
30098,0.6069,0.365468,10,10,5,3,2,313,5,5176.875
30099,0.1275,0,3,3,5,3,2,313,5,5176.875
30100,0.205,0.139682999,4,4,5,3,2,313,5,5176.875
30101,0.0345,0,1,1,5,3,1,301,5,11715.5458984375
30102,0.0445,0.030604001,2,2,5,3,1,301,5,11715.5458984375
30103,0.225,0,3,3,5,3,1,301,5,11715.5458984375
30104,0.25,0,3,3,5,3,1,301,5,11715.5458984375
30105,0.221,0.1091,2,2,5,3,1,301,5,11715.5458984375
30106,0.169,0.036751001,2,2,5,3,1,301,5,11715.5458984375
30107,0.1885,0.021174001,2,2,5,3,1,301,5,11715.5458984375
30108,0.348543,0,2,2,5,3,1,301,5,11715.5458984375
30109,0.607029,0.20665,2,2,5,3,1,301,5,11715.5458984375
30110,6.375,0.23082,3,3,5,3,1,301,5,11715.5458984375
30121,0.156,0.038424,3,3,5,3,2,305,5,2663.16284179688
30122,0.403,0.158059998,3,3,5,3,2,305,5,2663.16284179688
30123,0.234,0.120454999,3,3,5,3,2,305,5,2663.16284179688
30124,0.44109,0.0098540001,3,3,5,3,2,305,5,2663.16284179688
30125,0.139192,0.067152002,2,2,5,3,2,305,5,2663.16284179688
30126,0.067521,0.038954999,2,2,5,3,2,305,5,2663.16284179688
30127,0.15,0.041783002,3,3,5,3,2,305,5,2663.16284179688
30128,0.365,0.272895998,5,5,5,3,2,305,5,2663.16284179688
30129,0.06,0.048187,1,1,5,3,2,305,5,2663.16284179688
30130,0.175,0.065251001,2,2,5,3,2,305,5,2663.16284179688
30131,0.0455,0.016802,1,1,5,3,2,312,5,5871.4853515625
30132,0.1495,0.123794998,2,2,5,3,2,312,5,5871.4853515625
30133,0.345384,0.232278006,6,6,5,3,2,312,5,5871.4853515625
30134,0.120138,0.034278,3,3,5,3,2,312,5,5871.4853515625
30135,0.231299,0.198799,3,3,5,3,2,312,5,5871.4853515625
30137,0.22,0,3,3,5,3,2,312,5,5871.4853515625
30138,0.345,0.087148999,4,4,5,3,2,312,5,5871.4853515625
30139,0.265,0.053758002,4,4,5,3,2,312,5,5871.4853515625
30140,0.507,0.086678998,8,8,5,3,2,312,5,5871.4853515625
39001,0,0,1,0,5,3,2,302,5,875.305358886719
39002,0,0,1,0,5,3,2,302,5,875.305358886719
39003,0.065,0,2,2,5,3,2,302,5,875.305358886719
39004,0.085,0,3,3,5,3,2,302,5,875.305358886719
39005,0.1092,0,3,3,5,3,2,302,5,875.305358886719
39006,0.008,0,1,1,5,3,2,302,5,875.305358886719
39007,0.0575,0,3,3,5,3,2,302,5,875.305358886719
39008,0,0,1,0,5,3,2,302,5,875.305358886719
39009,0.1,0,3,3,5,3,2,302,5,875.305358886719
39010,0.03,0,2,2,5,3,2,302,5,875.305358886719
39012,0.323,0,5,5,5,3,2,305,5,7811.7431640625
39013,0.1385,0.093904999,5,5,5,3,2,305,5,7811.7431640625
39014,0.2,0.198312002,5,5,5,3,2,305,5,7811.7431640625
39015,0,0,1,0,5,3,2,305,5,7811.7431640625
39016,0.0364,0.0743930008,2,2,5,3,2,305,5,7811.7431640625
39017,0.1517,0.064819,7,7,5,3,2,305,5,7811.7431640625
39018,1.0975,0.075954999,4,4,5,3,2,305,5,7811.7431640625
39020,0.0585,0.0987980029,2,2,5,3,2,305,5,7811.7431640625
39021,0.1742,0.048651001,4,4,5,3,2,305,5,7811.7431640625
39022,0.06075,0.047322,3,3,5,3,2,305,5,7811.7431640625
39023,1.13,0,3,3,5,3,2,308,5,4063.12060546875
39024,0,0,1,0,5,3,2,308,5,4063.12060546875
39025,2,0,1,1,5,3,2,308,5,4063.12060546875
39026,0,0,1,0,5,3,2,308,5,4063.12060546875
39028,0.1345,0,4,4,5,3,2,308,5,4063.12060546875
39029,0.068,0,1,1,5,3,2,308,5,4063.12060546875
39030,0,0,1,0,5,3,2,308,5,4063.12060546875
39031,197,0,2,2,5,3,2,308,5,4063.12060546875
39032,0,0,1,0,5,3,2,308,5,4063.12060546875
39033,0,0,1,0,5,3,2,308,5,4063.12060546875
39035,0,0,1,0,5,3,2,309,5,NA
39036,0.112552,0.035217001,2,2,5,3,2,309,5,3948.26416015625
39037,0.286,0.483273,3,3,5,3,2,309,5,3948.26416015625
39039,0.1105,0.0424870003,2,2,5,3,2,309,5,3948.26416015625
39040,0.2380718,0.064665997,3,3,5,3,2,309,5,3948.26416015625
39041,0.558447,0.15011,3,3,5,3,2,309,5,3948.26416015625
39042,0.21213,0.21213,1,1,5,3,2,309,5,3948.26416015625
39043,1.214058,0.086109003,3,3,5,3,2,309,5,3948.26416015625
39044,0.826737,0.620887999,8,8,5,3,2,309,5,3948.26416015625
39045,0.305,0.057352999,5,5,5,3,2,309,5,3948.26416015625
39048,0.612686,0,3,3,5,3,2,316,5,3708.15991210938
39051,0,0,1,0,5,3,2,316,5,3708.15991210938
39052,0,0,1,0,5,3,2,316,5,3708.15991210938
39053,0.007118,0,1,1,5,3,2,316,5,3708.15991210938
39054,0.03562,0,1,1,5,3,2,316,5,3708.15991210938
39056,0,0,1,0,5,3,2,316,5,3708.15991210938
39057,0.02,0.015156,1,1,5,3,2,316,5,3708.15991210938
39058,0,0,1,0,5,3,2,316,5,3708.15991210938
39059,0.208,0.021795,3,3,5,3,2,317,5,2025.52233886719
39061,1.056372,0.031604999,5,5,5,3,2,317,5,2025.52233886719
39062,0,0,1,0,5,3,2,317,5,2025.52233886719
39064,0.349141,0.121932,5,5,5,3,2,317,5,2025.52233886719
39066,0.241774,0.206713998,3,3,5,3,2,317,5,2025.52233886719
39068,0.05,0,1,1,5,3,1,323,5,2025.52233886719
39069,0.195,0,3,3,5,3,2,317,5,2025.52233886719
39070,0.185,0,3,3,5,3,2,317,5,2025.52233886719
39071,0.2991,0.302808003,8,8,5,3,2,318,5,2969.03344726562
39072,0.1691,0.138110001,4,4,5,3,2,318,5,2969.03344726562
39074,0.1859,0.152338002,4,4,5,3,2,318,5,2969.03344726562
39077,0.1495,0.0686,3,3,5,3,2,318,5,2969.03344726562
39078,0.0104,0,1,1,5,3,2,318,5,2969.03344726562
39079,0.3702,0.239810999,9,9,5,3,2,318,5,2969.03344726562
39080,0.3615,0.034947,6,6,5,3,2,318,5,2969.03344726562
39081,0.3506,0.167050001,7,7,5,3,2,318,5,2969.03344726562
39082,0.1235,0.058345001,3,3,5,3,2,318,5,2969.03344726562
39083,0.0156,0.051745,2,2,5,3,2,304,5,3474.10595703125
39084,5.052,0,7,7,5,3,2,304,5,3474.10595703125
39087,1.361,0.40823,7,7,5,3,2,304,5,3474.10595703125
39088,0.273,0,5,5,5,3,2,304,5,3474.10595703125
39089,0.75946,0,10,10,5,3,2,304,5,3474.10595703125
39090,0.8619,0.179164,8,8,5,3,2,304,5,3474.10595703125
39091,0.039,0.080547,2,2,5,3,2,304,5,3474.10595703125
39092,0.0585,0.050301999,1,1,5,3,2,304,5,3474.10595703125
39093,0.221,0,4,4,5,3,2,304,5,3474.10595703125
39094,0,0,1,0,5,3,2,304,5,3474.10595703125
39096,0.091,0.23423999,3,3,5,3,2,304,5,1663.71691894531
39098,0.1534,0.047520001,2,2,5,3,2,304,5,1663.71691894531
39100,0,0,1,0,5,3,2,304,5,1663.71691894531
39101,0.476,0,4,4,5,3,2,304,5,1663.71691894531
39102,0.3575,0,8,8,5,3,2,304,5,1663.71691894531
39103,1.605686,0.308313001,13,13,5,3,2,304,5,1663.71691894531
39104,0.065,0.014417,1,1,5,3,2,304,5,1663.71691894531
39105,0.507,0.105660999,10,10,5,3,2,304,5,1663.71691894531
39106,0.3965,0.065748001,5,5,5,3,2,304,5,1663.71691894531
39107,0.697186,0.070220001,4,4,5,3,2,320,5,1888.02490234375
39108,0.632186,0.039804001,4,4,5,3,2,320,5,1888.02490234375
39110,0.078,0.088309001,2,2,5,3,2,320,5,1888.02490234375
39111,0.042662,0,1,1,5,3,2,320,5,1888.02490234375
39112,0.181826,0.049806,5,5,5,3,2,320,5,1888.02490234375
39114,1.713476,0.0672470004,6,6,5,3,2,320,5,1888.02490234375
39115,0.11,0.030216,2,2,5,3,2,320,5,1888.02490234375
39116,0.44,0.04,4,4,5,3,2,320,5,1888.02490234375
39117,0,0,1,0,5,3,2,320,5,1888.02490234375
39118,0.265,0.18836,3,3,5,3,2,320,5,1888.02490234375
39119,0.024598,0.024598,1,1,5,3,2,323,5,2915.00415039062
39120,0.07351,0,3,3,5,3,2,323,5,2915.00415039062
39121,0.165102,0,4,4,5,3,2,323,5,2915.00415039062
39123,0.035373,0,1,1,5,3,2,323,5,2915.00415039062
39125,0.095118,0,4,4,5,3,2,323,5,2915.00415039062
39126,0.02,0,2,2,5,3,2,323,5,2915.00415039062
39127,0.104589,0.104588999,2,2,5,3,2,323,5,2915.00415039062
39128,0.19,0.032901999,4,4,5,3,2,323,5,2915.00415039062
39130,0.12,0.031177,3,3,5,3,2,323,5,2915.00415039062
39132,0.369517,0.369517,3,3,5,3,2,326,5,4891.5830078125
39133,0.115189,0.115189002,2,2,5,3,2,326,5,4891.5830078125
39135,0.169,0.192258999,2,2,5,3,2,326,5,4891.5830078125
39136,0.186458,0.1250020002,4,4,5,3,2,326,5,4891.5830078125
39137,0.257265,0.170550997,6,6,5,3,2,326,5,4891.5830078125
39138,0.340784,0.340783998,4,4,5,3,2,326,5,4891.5830078125
39139,0.340845,0.340845002,4,4,5,3,2,326,5,4891.5830078125
39140,0.26,0.742407978,6,6,5,3,2,326,5,4891.5830078125
39141,0.035,0.035376999,1,1,5,3,2,326,5,4891.5830078125
39142,0.115,0.053171999,4,4,5,3,2,326,5,4891.5830078125
39143,0.0585,0.011018,1,1,5,3,2,320,5,1002.82171630859
39144,0.2405,0.053513999,3,3,5,3,2,327,5,1002.82171630859
39146,0.6305,0.016739999,8,8,5,3,2,327,5,1002.82171630859
39147,0.1105,0,2,2,5,3,2,327,5,1002.82171630859
39149,0.137875,0.095825003,3,3,5,3,2,327,5,1002.82171630859
39150,0.243516,0.243516001,2,2,5,3,2,327,5,1002.82171630859
39151,0.188632,0.144372,5,5,5,3,2,327,5,1002.82171630859
39152,0.12796,0.051315,3,3,5,3,2,327,5,1002.82171630859
39153,0.199,0.130521002,5,5,5,3,2,327,5,1002.82171630859
39154,0.1065,0.038075,3,3,5,3,2,327,5,1002.82171630859
39155,0.3315,0.039384,4,4,5,3,2,327,5,2602.44116210938
39156,1.160372,0.150070001,6,6,5,3,2,327,5,2602.44116210938
39157,0.039,0.031267001,1,1,5,3,2,327,5,2602.44116210938
39158,0.131938,0.035478,2,2,5,3,2,327,5,2602.44116210938
39159,0.201085,0.0073889999,4,4,5,3,2,327,5,2602.44116210938
39160,0.239356,0.1537359992,4,4,5,3,2,327,5,2602.44116210938
39161,0.15,0.142065999,3,3,5,3,2,327,5,2602.44116210938
39162,0.17,0,4,4,5,3,2,327,5,2602.44116210938
39165,0.285,0.065806002,7,7,5,3,2,327,5,2602.44116210938
39166,0.106,0.093467002,3,3,5,3,2,327,5,2602.44116210938
39167,0.39,0,1,1,5,3,2,329,5,5829.76416015625
39168,0,0,1,0,5,3,2,329,5,5829.76416015625
39169,1.0299,0.056559003,3,3,5,3,2,329,5,5829.76416015625
39170,0.403,0.145962,4,4,5,3,2,329,5,5829.76416015625
39171,0.3133,0.075897002,10,10,5,3,2,329,5,5829.76416015625
39174,0.8112,0.294386002,5,5,5,3,2,329,5,5829.76416015625
39175,0.286,0.22698,4,4,5,3,2,329,5,5829.76416015625
39176,0.3094,0.228566999,3,3,5,3,2,329,5,5829.76416015625
39177,0.455,0.070312001,2,2,5,3,2,329,5,5829.76416015625
39178,0.598,0.238975994,5,5,5,3,2,329,5,5829.76416015625
39185,1.214058,0,2,2,5,3,2,316,5,3708.15991210938
39186,2.805116,0.01617,7,7,5,3,2,316,5,3708.15991210938
39187,0.404686,0,1,1,5,3,2,317,5,2025.52233886719
39188,0.1625,0,3,3,5,3,2,317,5,2025.52233886719
39190,0.078,0.236668991,3,3,5,3,2,318,5,2969.03344726562
39193,1.2795,0,4,4,5,3,2,304,5,1663.71691894531
39198,0.01,0,1,1,5,3,2,323,5,2915.00415039062
40011,0.076,0,1,1,4,4,1,417,4,16189.8369140625
40012,0.03,0,1,1,4,4,1,417,4,16189.8369140625
40013,0,0,1,0,5,12,2,1209,4,16189.8369140625
40015,0.449686,0,2,2,4,4,1,417,4,16189.8369140625
40016,0,0,1,0,4,4,1,417,4,NA
40017,0.1011715,0,1,1,4,4,1,417,4,16189.8369140625
40018,0.045,0,1,1,4,4,1,417,4,16189.8369140625
40019,0.202343,0,2,2,4,4,1,417,4,16189.8369140625
40020,0.490186,0,2,2,4,4,1,417,4,16189.8369140625
40171,0.208043,0,2,2,4,4,1,421,4,3468.31103515625
40172,0.08395,0.0170660011,3,3,4,4,1,421,4,3468.31103515625
40173,0.7082005,0,3,3,4,4,1,421,4,3468.31103515625
40174,0.09975,0.0232619999,4,4,4,4,1,421,4,3468.31103515625
40175,0,0,1,0,4,4,1,421,4,NA
40176,0.1862,0.095489999,6,6,4,4,1,421,4,3468.31103515625
40177,0.493226,0,6,6,4,4,1,421,4,3468.31103515625
40178,0.404686,0.070035999,2,2,4,4,1,421,4,3468.31103515625
40180,0.0855,0,3,3,4,4,1,421,4,3468.31103515625
40202,5.722604,0.20203,5,5,4,4,2,402,4,2856.17504882812
40203,0.404686,0,1,1,4,4,2,402,4,2856.17504882812
40204,0.404686,0,1,1,4,4,2,402,4,2856.17504882812
40206,1.7484155,0,6,6,4,4,2,402,4,2856.17504882812
40207,0.0475,0.081754999,2,2,4,4,2,402,4,2856.17504882812
40208,2.10227,0.2571660001,4,4,4,4,2,402,4,2856.17504882812
40209,0.2403,0.106995002,3,3,4,4,2,402,4,2856.17504882812
40210,0.809372,0,2,2,6,24,1,406,4,2856.17504882812
49001,0.1425,0.020655,2,2,4,4,2,402,4,6528.91455078125
49003,0.7082005,0.031951999,2,2,4,4,2,402,4,6528.91455078125
49004,2.889802,0.066548999,5,5,4,4,2,402,4,6528.91455078125
49005,0.2027,0.076251,5,5,4,4,2,402,4,6528.91455078125
49006,0.114,0,2,2,4,4,2,402,4,6528.91455078125
49007,0.285,0,3,3,4,4,2,402,4,6528.91455078125
49008,0.207,0.30166601,2,2,4,4,2,402,4,6528.91455078125
49009,1.618744,0.66784,5,5,4,4,2,402,4,6528.91455078125
49010,0.459686,0.15711,3,3,4,4,2,402,4,6528.91455078125
49011,0.5933,0.593300001,3,3,4,4,2,402,4,6528.91455078125
49013,0.606686,0.015839,4,4,4,4,2,405,4,6171.22021484375
49015,0.3174,0.148053002,6,6,4,14,1,1405,4,6171.22021484375
49017,0.404686,0,1,1,4,4,2,405,4,6171.22021484375
49018,0.76080968,0,4,4,4,4,2,405,4,6171.22021484375
49019,0.114,0.131314002,4,4,4,4,2,405,4,6171.22021484375
49020,0,0,1,0,4,4,2,405,4,6171.22021484375
49023,0.5025,0.195230997,5,5,4,4,2,405,4,6171.22021484375
49024,0.2375,0,1,1,4,4,2,405,4,6171.22021484375
49025,0.610829,0.0485130008,3,3,4,4,2,408,4,4403.22900390625
49026,0.2185,0,4,4,4,4,2,408,4,4403.22900390625
49027,0.248,0.080320001,5,5,4,4,2,408,4,4403.22900390625
49030,0,0,1,0,4,4,2,408,4,NA
49032,0,0,1,0,4,4,2,408,4,NA
49034,0.0555,0.0283919999,2,2,4,4,2,408,4,4403.22900390625
49035,0.38,0.110616003,5,5,4,4,2,408,4,4403.22900390625
49036,0.7082005,0,4,4,4,4,2,408,4,4403.22900390625
49037,0.1685,0.046146999,4,4,4,4,1,412,4,9999.8349609375
49038,0.8172,0.095821,13,13,4,4,1,412,4,9999.8349609375
49039,0.187,0.095912,3,3,4,4,1,412,4,9999.8349609375
49040,0.1007,0.044429998,3,3,4,4,1,412,4,9999.8349609375
49041,0.490186,0.0328,4,4,4,4,1,412,4,9999.8349609375
49042,0.931,0.36957699,6,6,4,4,1,412,4,9999.8349609375
49043,0.171,0,1,1,4,4,1,412,4,9999.8349609375
49044,2.3354638,0.071185999,8,8,4,4,1,412,4,9999.8349609375
49045,0.9238435,0.11714,6,6,4,4,1,412,4,9999.8349609375
49046,0.654069,0.0335400018,5,5,4,4,1,412,4,9999.8349609375
49049,0.809372,0,2,2,4,4,1,416,4,4820.55810546875
49051,0.2375,0,3,3,4,4,1,416,4,4820.55810546875
49052,0.202343,0,1,1,4,4,1,416,4,4820.55810546875
49054,0,0,1,0,2,34,1,3402,4,4820.55810546875
49055,0.664029,0,4,4,4,4,1,416,4,4820.55810546875
49057,0.202343,0,1,1,4,4,1,416,4,4820.55810546875
49058,0.057,0,1,1,4,4,1,416,4,4820.55810546875
49060,0.1068715,0,2,2,4,4,1,416,4,4820.55810546875
49062,0,0,1,0,4,4,1,416,4,NA
49063,0.035,0,1,1,4,4,1,416,4,30473.005859375
49064,0.04,0,1,1,4,4,1,416,4,30473.005859375
49065,0,0,1,0,4,4,1,409,4,30473.005859375
49066,0,0,1,0,4,4,1,416,4,30473.005859375
49067,0,0,1,0,6,24,1,2404,4,30473.005859375
49068,0.076,0,1,1,4,4,1,416,4,30473.005859375
49069,0,0,1,0,4,4,1,416,4,30473.005859375
49070,0.1425,0,2,2,4,4,1,416,4,30473.005859375
49071,0.1011715,0,1,1,4,4,1,416,4,30473.005859375
49073,0.083,0,2,2,4,4,1,417,4,2744.56127929688
49075,0,0,1,0,4,4,1,417,4,2744.56127929688
49076,2.428116,0,4,4,4,4,1,417,4,2744.56127929688
49077,0.17285,0.000377,2,2,4,4,1,417,4,2744.56127929688
49079,0.175,0,1,1,4,4,1,417,4,2744.56127929688
49080,0.38,0,3,3,4,4,1,417,4,2744.56127929688
49081,0.1011715,0,1,1,4,4,1,417,4,2744.56127929688
49082,0.1011715,0,1,1,4,4,1,417,4,2744.56127929688
49083,0.202343,0,1,1,4,4,1,417,4,2744.56127929688
49085,0.0545,0.0082019997,3,3,4,4,1,419,4,9494.5283203125
49086,0.1832,0.039590998,4,4,4,4,1,419,4,9494.5283203125
49088,0.04275,0,1,1,4,4,1,419,4,9494.5283203125
49089,0,0,1,0,4,4,1,419,4,9494.5283203125
49090,0.38,0,5,5,4,4,1,419,4,9494.5283203125
49091,0.342,0,2,2,4,4,1,419,4,9494.5283203125
49093,1.016465,0.0061290001,4,4,4,4,1,419,4,9494.5283203125
49094,0.418936,0.024869,2,2,4,4,1,419,4,9494.5283203125
49095,1.404686,0.046920001,3,3,4,4,1,419,4,9494.5283203125
49097,0.076,0.099102999,3,3,4,4,1,420,4,11385.001953125
49098,0,0,1,0,4,4,1,420,4,11385.001953125
49100,1.416401,0.303079,7,7,4,4,1,420,4,11385.001953125
49101,0.9257435,0.0036860001,5,5,4,4,1,420,4,11385.001953125
49102,0.10885,0.089619,5,5,4,4,1,420,4,11385.001953125
49103,0.19075,0.081857,4,4,4,4,1,420,4,11385.001953125
49104,0.1661,0.291521999,4,4,4,4,1,420,4,11385.001953125
49105,0.949,0.12875,6,6,4,4,1,420,4,11385.001953125
49106,0.47,0.171390002,3,3,4,4,1,420,4,11385.001953125
49108,0.798,0.140335999,4,4,4,4,1,420,4,11385.001953125
49111,3.237488,0.404851001,6,6,4,4,2,405,4,6171.22021484375
49112,1.40963818,0.091072998,4,4,4,4,2,405,4,6171.22021484375
